user_id,key,superfit_dis,superfit_sin,superfit_cur,superfit_int,superfit_eng,superfit_res
1300330,SF_DI,54.00,48.00,40.00,48.00,38.00,40.00
1306691,SF_DI,56.00,38.00,36.00,60.00,42.00,42.00
1233599,SF_DI,54.00,44.00,28.00,48.00,28.00,28.00
1100983,SF_DI,52.00,40.00,46.00,48.00,38.00,42.00
1126333,SF_DI,58.00,44.00,48.00,60.00,48.00,54.00
1132853,SF_DI,64.00,48.00,46.00,56.00,36.00,40.00
1131240,SF_DI,62.00,48.00,46.00,72.00,56.00,56.00
1108497,SF_DI,58.00,46.00,42.00,52.00,44.00,50.00
1117785,SF_DI,56.00,40.00,46.00,52.00,40.00,38.00
1127899,SF_DI,58.00,42.00,32.00,60.00,54.00,52.00
1403769,SF_DI,60.00,52.00,46.00,66.00,44.00,48.00
1306237,SF_DI,48.00,40.00,28.00,54.00,32.00,40.00
1132240,SF_DI,58.00,50.00,48.00,60.00,46.00,56.00
1125580,SF_DI,60.00,46.00,40.00,64.00,58.00,52.00
1283197,SF_DI,58.00,38.00,50.00,56.00,52.00,44.00
1070265,SF_DI,58.00,54.00,42.00,56.00,52.00,40.00
1273763,SF_DI,54.00,40.00,28.00,48.00,36.00,36.00
1088861,SF_DI,62.00,56.00,50.00,60.00,52.00,44.00
1301917,SF_DI,58.00,32.00,54.00,64.00,52.00,48.00
1038288,SF_DI,70.00,46.00,36.00,66.00,54.00,52.00
1099582,SF_DI,52.00,38.00,38.00,48.00,36.00,38.00
908032,SF_DI,60.00,50.00,46.00,60.00,58.00,58.00
1108919,SF_DI,56.00,44.00,30.00,44.00,38.00,38.00
1401699,SF_DI,60.00,52.00,50.00,58.00,46.00,56.00
1094168,SF_DI,40.00,34.00,30.00,42.00,34.00,36.00
1067499,SF_DI,62.00,52.00,50.00,58.00,56.00,48.00
1145900,SF_DI,60.00,34.00,48.00,58.00,46.00,48.00
1395386,SF_DI,44.00,40.00,40.00,46.00,36.00,34.00
1121502,SF_DI,60.00,38.00,34.00,46.00,34.00,36.00
1085284,SF_DI,62.00,56.00,50.00,68.00,54.00,56.00
1098897,SF_DI,48.00,40.00,36.00,52.00,36.00,30.00
1120851,SF_DI,54.00,48.00,44.00,56.00,42.00,52.00
1396510,SF_DI,72.00,58.00,42.00,64.00,54.00,52.00
1304293,SF_DI,48.00,44.00,34.00,54.00,36.00,46.00
1393008,SF_DI,62.00,44.00,46.00,54.00,48.00,42.00
1208075,SF_DI,68.00,42.00,54.00,62.00,36.00,54.00
1126832,SF_DI,64.00,50.00,30.00,50.00,42.00,46.00
1127369,SF_DI,56.00,46.00,44.00,58.00,48.00,52.00
1103208,SF_DI,60.00,42.00,40.00,52.00,48.00,46.00
1392529,SF_DI,64.00,48.00,42.00,54.00,52.00,50.00
1311103,SF_DI,58.00,40.00,38.00,48.00,40.00,44.00
1113572,SF_DI,58.00,54.00,34.00,70.00,52.00,54.00
1298936,SF_DI,66.00,54.00,48.00,64.00,58.00,52.00
1393666,SF_DI,56.00,42.00,36.00,52.00,46.00,50.00
1123394,SF_DI,58.00,46.00,36.00,54.00,50.00,46.00
1114026,SF_DI,46.00,34.00,32.00,50.00,28.00,40.00
1307160,SF_DI,70.00,50.00,54.00,66.00,62.00,66.00
1110859,SF_DI,62.00,50.00,44.00,60.00,44.00,58.00
1282651,SF_DI,56.00,50.00,46.00,66.00,52.00,50.00
1294659,SF_DI,60.00,46.00,50.00,66.00,50.00,50.00
1314338,SF_DI,72.00,50.00,56.00,70.00,66.00,60.00
1397083,SF_DI,58.00,38.00,54.00,56.00,50.00,50.00
1071510,SF_DI,66.00,54.00,54.00,60.00,58.00,44.00
1369048,SF_DI,58.00,46.00,20.00,56.00,26.00,32.00
1137161,SF_DI,58.00,44.00,52.00,56.00,54.00,52.00
1097087,SF_DI,50.00,46.00,30.00,52.00,42.00,42.00
1046902,SF_DI,56.00,40.00,36.00,58.00,40.00,46.00
1303332,SF_DI,70.00,50.00,46.00,68.00,56.00,56.00
1144566,SF_DI,72.00,52.00,32.00,58.00,44.00,46.00
1403092,SF_DI,66.00,52.00,60.00,62.00,58.00,54.00
1106450,SF_DI,64.00,52.00,48.00,60.00,50.00,56.00
1296113,SF_DI,64.00,56.00,40.00,62.00,44.00,56.00
1398674,SF_DI,54.00,40.00,32.00,58.00,52.00,48.00
1137763,SF_DI,66.00,48.00,30.00,50.00,30.00,46.00
1096764,SF_DI,46.00,40.00,30.00,50.00,44.00,26.00
1103249,SF_DI,54.00,46.00,42.00,60.00,48.00,44.00
1144763,SF_DI,68.00,50.00,48.00,52.00,48.00,48.00
1101234,SF_DI,62.00,52.00,38.00,58.00,52.00,56.00
1090228,SF_DI,68.00,50.00,50.00,66.00,52.00,46.00
1392709,SF_DI,56.00,52.00,52.00,58.00,54.00,50.00
1137836,SF_DI,62.00,54.00,48.00,64.00,60.00,58.00
1133998,SF_DI,70.00,58.00,40.00,70.00,58.00,56.00
1106899,SF_DI,66.00,42.00,32.00,42.00,38.00,40.00
1208898,SF_DI,66.00,42.00,42.00,68.00,60.00,56.00
1098096,SF_DI,72.00,60.00,56.00,72.00,60.00,56.00
1091049,SF_DI,58.00,44.00,42.00,50.00,48.00,48.00
1136811,SF_DI,56.00,32.00,52.00,54.00,44.00,50.00
1300312,SF_DI,62.00,54.00,56.00,58.00,50.00,52.00
1116499,SF_DI,50.00,34.00,24.00,38.00,30.00,24.00
1106101,SF_DI,52.00,42.00,44.00,62.00,50.00,40.00
1113743,SF_DI,70.00,64.00,56.00,66.00,50.00,64.00
1370299,SF_DI,60.00,48.00,42.00,50.00,40.00,42.00
1099155,SF_DI,58.00,50.00,38.00,62.00,46.00,52.00
989816,SF_DI,64.00,44.00,38.00,54.00,46.00,50.00
1404007,SF_DI,58.00,54.00,56.00,60.00,56.00,30.00
1300681,SF_DI,72.00,52.00,46.00,52.00,50.00,40.00
1381181,SF_DI,48.00,42.00,36.00,50.00,46.00,46.00
1128985,SF_DI,62.00,46.00,52.00,56.00,54.00,32.00
1297729,SF_DI,56.00,46.00,42.00,52.00,38.00,46.00
1141656,SF_DI,70.00,58.00,58.00,62.00,56.00,62.00
942356,SF_DI,54.00,38.00,46.00,56.00,44.00,42.00
1370706,SF_DI,72.00,56.00,56.00,66.00,54.00,58.00
1018065,SF_DI,60.00,44.00,40.00,62.00,48.00,56.00
1141615,SF_DI,58.00,40.00,34.00,46.00,42.00,40.00
1142212,SF_DI,62.00,36.00,58.00,64.00,54.00,34.00
1306737,SF_DI,58.00,54.00,56.00,62.00,48.00,44.00
1306229,SF_DI,66.00,62.00,50.00,68.00,58.00,62.00
1094739,SF_DI,68.00,48.00,50.00,58.00,52.00,46.00
1401737,SF_DI,56.00,50.00,54.00,58.00,54.00,52.00
1402112,SF_DI,56.00,46.00,44.00,62.00,54.00,46.00
1092564,SF_DI,56.00,32.00,40.00,44.00,40.00,44.00
1102709,SF_DI,72.00,50.00,60.00,68.00,58.00,56.00
1118052,SF_DI,70.00,50.00,50.00,62.00,56.00,56.00
1402806,SF_DI,68.00,54.00,40.00,60.00,52.00,50.00
1136972,SF_DI,52.00,40.00,42.00,56.00,50.00,46.00
1105590,SF_DI,58.00,36.00,50.00,64.00,52.00,38.00
1393719,SF_DI,60.00,44.00,30.00,58.00,44.00,50.00
1108829,SF_DI,56.00,40.00,42.00,52.00,48.00,50.00
1114593,SF_DI,54.00,44.00,44.00,58.00,50.00,42.00
1084637,SF_DI,74.00,56.00,52.00,60.00,58.00,58.00
1083129,SF_DI,58.00,46.00,36.00,46.00,40.00,40.00
1398372,SF_DI,56.00,42.00,30.00,52.00,46.00,32.00
1185696,SF_DI,62.00,40.00,50.00,60.00,44.00,42.00
1104154,SF_DI,56.00,48.00,44.00,66.00,50.00,50.00
1108423,SF_DI,66.00,46.00,44.00,60.00,40.00,54.00
1082382,SF_DI,76.00,56.00,58.00,60.00,52.00,54.00
1137675,SF_DI,42.00,38.00,36.00,40.00,38.00,32.00
1109588,SF_DI,68.00,50.00,44.00,64.00,60.00,46.00
1113712,SF_DI,58.00,46.00,40.00,62.00,52.00,54.00
1104552,SF_DI,54.00,38.00,52.00,58.00,50.00,44.00
1096000,SF_DI,60.00,42.00,38.00,52.00,48.00,48.00
1101923,SF_DI,52.00,46.00,36.00,54.00,48.00,50.00
1316675,SF_DI,60.00,48.00,50.00,66.00,50.00,58.00
1311238,SF_DI,70.00,48.00,42.00,58.00,56.00,54.00
1306633,SF_DI,64.00,48.00,46.00,60.00,50.00,46.00
1088628,SF_DI,64.00,56.00,42.00,58.00,48.00,56.00
1093877,SF_DI,66.00,50.00,62.00,68.00,48.00,56.00
1112372,SF_DI,66.00,50.00,60.00,62.00,48.00,58.00
1102450,SF_DI,66.00,42.00,36.00,54.00,44.00,38.00
1091735,SF_DI,58.00,52.00,52.00,64.00,48.00,56.00
35518,SF_DI,66.00,38.00,38.00,58.00,56.00,56.00
1312247,SF_DI,54.00,52.00,46.00,60.00,44.00,52.00
1093642,SF_DI,60.00,56.00,30.00,60.00,46.00,58.00
1125503,SF_DI,54.00,40.00,38.00,56.00,38.00,52.00
1299077,SF_DI,64.00,54.00,42.00,60.00,50.00,48.00
1142603,SF_DI,62.00,62.00,50.00,68.00,60.00,62.00
1004015,SF_DI,56.00,44.00,48.00,58.00,52.00,52.00
1091912,SF_DI,58.00,50.00,48.00,64.00,44.00,56.00
1123836,SF_DI,74.00,48.00,52.00,54.00,44.00,54.00
1132321,SF_DI,62.00,52.00,42.00,60.00,48.00,48.00
1073333,SF_DI,70.00,48.00,62.00,64.00,62.00,48.00
1317031,SF_DI,56.00,48.00,50.00,58.00,54.00,54.00
1023774,SF_DI,54.00,42.00,36.00,64.00,48.00,50.00
1093502,SF_DI,54.00,44.00,40.00,48.00,36.00,40.00
808697,SF_DI,68.00,54.00,44.00,60.00,46.00,52.00
1102059,SF_DI,38.00,34.00,34.00,40.00,32.00,36.00
1102554,SF_DI,56.00,40.00,38.00,54.00,40.00,46.00
1107725,SF_DI,54.00,48.00,40.00,66.00,50.00,50.00
1146538,SF_DI,54.00,46.00,36.00,62.00,46.00,50.00
1314373,SF_DI,48.00,34.00,32.00,46.00,32.00,46.00
1380929,SF_DI,54.00,44.00,36.00,52.00,46.00,50.00
1366346,SF_DI,58.00,54.00,52.00,56.00,52.00,46.00
1312401,SF_DI,62.00,56.00,50.00,60.00,58.00,48.00
1136378,SF_DI,54.00,40.00,46.00,60.00,50.00,52.00
1369492,SF_DI,62.00,54.00,50.00,60.00,54.00,56.00
1116934,SF_DI,62.00,50.00,48.00,58.00,46.00,56.00
1012264,SF_DI,76.00,56.00,40.00,62.00,60.00,50.00
1392906,SF_DI,58.00,50.00,36.00,56.00,50.00,42.00
1118358,SF_DI,56.00,44.00,40.00,52.00,50.00,50.00
1100853,SF_DI,58.00,50.00,50.00,56.00,44.00,42.00
1109916,SF_DI,66.00,50.00,34.00,50.00,46.00,48.00
1285872,SF_DI,58.00,32.00,42.00,48.00,36.00,42.00
1277746,SF_DI,66.00,52.00,40.00,60.00,56.00,56.00
1146320,SF_DI,64.00,46.00,42.00,56.00,52.00,52.00
1402557,SF_DI,58.00,46.00,38.00,62.00,48.00,56.00
1310617,SF_DI,60.00,52.00,36.00,54.00,42.00,46.00
1098657,SF_DI,60.00,48.00,36.00,54.00,48.00,34.00
1105746,SF_DI,48.00,36.00,36.00,46.00,44.00,38.00
1095711,SF_DI,64.00,42.00,40.00,52.00,48.00,44.00
1396905,SF_DI,66.00,48.00,42.00,58.00,38.00,50.00
1102820,SF_DI,62.00,40.00,46.00,50.00,38.00,44.00
1127284,SF_DI,68.00,56.00,48.00,66.00,44.00,48.00
1083017,SF_DI,64.00,54.00,54.00,56.00,42.00,48.00
1117030,SF_DI,66.00,44.00,42.00,64.00,58.00,50.00
1403974,SF_DI,50.00,40.00,44.00,58.00,42.00,42.00
1120111,SF_DI,56.00,38.00,54.00,58.00,46.00,52.00
1337162,SF_DI,68.00,42.00,48.00,54.00,42.00,52.00
1121582,SF_DI,52.00,48.00,20.00,48.00,42.00,44.00
1101359,SF_DI,56.00,44.00,46.00,60.00,50.00,54.00
1136135,SF_DI,62.00,60.00,50.00,64.00,56.00,58.00
1372261,SF_DI,62.00,44.00,48.00,58.00,46.00,42.00
1131387,SF_DI,58.00,46.00,40.00,54.00,42.00,50.00
1118415,SF_DI,58.00,54.00,54.00,62.00,52.00,58.00
1119935,SF_DI,62.00,58.00,58.00,60.00,50.00,58.00
1104522,SF_DI,60.00,40.00,30.00,46.00,36.00,44.00
1109584,SF_DI,54.00,40.00,34.00,52.00,24.00,48.00
1127916,SF_DI,62.00,34.00,30.00,56.00,54.00,48.00
1137034,SF_DI,64.00,38.00,34.00,60.00,54.00,54.00
723623,SF_DI,66.00,52.00,32.00,52.00,42.00,50.00
1032294,SF_DI,54.00,50.00,42.00,52.00,42.00,44.00
1337555,SF_DI,58.00,44.00,36.00,50.00,44.00,48.00
1314712,SF_DI,54.00,38.00,38.00,58.00,48.00,44.00
1370439,SF_DI,64.00,54.00,48.00,56.00,40.00,52.00
1144797,SF_DI,58.00,48.00,40.00,64.00,56.00,44.00
970007,SF_DI,60.00,46.00,34.00,58.00,56.00,38.00
1303451,SF_DI,62.00,54.00,42.00,68.00,60.00,60.00
1095493,SF_DI,56.00,44.00,34.00,58.00,38.00,48.00
1123404,SF_DI,48.00,40.00,38.00,50.00,40.00,44.00
1096604,SF_DI,74.00,52.00,52.00,56.00,54.00,50.00
1093786,SF_DI,64.00,54.00,50.00,66.00,62.00,54.00
994016,SF_DI,60.00,46.00,44.00,58.00,56.00,54.00
1285510,SF_DI,44.00,34.00,26.00,38.00,30.00,36.00
1088637,SF_DI,64.00,52.00,44.00,54.00,46.00,52.00
1107699,SF_DI,70.00,50.00,48.00,66.00,56.00,54.00
1402798,SF_DI,66.00,56.00,38.00,64.00,62.00,50.00
1300138,SF_DI,56.00,46.00,38.00,58.00,44.00,52.00
1374261,SF_DI,62.00,56.00,44.00,60.00,54.00,52.00
1100535,SF_DI,58.00,42.00,44.00,60.00,34.00,56.00
1122737,SF_DI,58.00,44.00,40.00,56.00,52.00,40.00
1304187,SF_DI,64.00,50.00,50.00,60.00,52.00,58.00
1292853,SF_DI,54.00,40.00,44.00,52.00,50.00,48.00
815062,SF_DI,54.00,48.00,36.00,50.00,42.00,48.00
1105983,SF_DI,54.00,42.00,38.00,62.00,30.00,36.00
1116709,SF_DI,74.00,42.00,48.00,62.00,54.00,50.00
1118750,SF_DI,56.00,54.00,48.00,68.00,44.00,54.00
1107590,SF_DI,70.00,50.00,54.00,66.00,48.00,56.00
1096621,SF_DI,48.00,46.00,34.00,50.00,36.00,44.00
1302949,SF_DI,60.00,40.00,40.00,56.00,48.00,56.00
1116059,SF_DI,62.00,50.00,52.00,60.00,58.00,52.00
1317628,SF_DI,70.00,54.00,46.00,56.00,44.00,52.00
1113731,SF_DI,46.00,32.00,30.00,42.00,32.00,32.00
1291175,SF_DI,58.00,52.00,46.00,54.00,40.00,38.00
1119684,SF_DI,52.00,42.00,46.00,50.00,48.00,48.00
1110337,SF_DI,62.00,56.00,22.00,60.00,56.00,46.00
1103939,SF_DI,62.00,50.00,48.00,70.00,54.00,54.00
1090926,SF_DI,64.00,46.00,42.00,56.00,44.00,42.00
1309055,SF_DI,60.00,56.00,50.00,64.00,50.00,56.00
1403234,SF_DI,56.00,44.00,44.00,46.00,36.00,38.00
1305405,SF_DI,62.00,48.00,44.00,58.00,52.00,52.00
1400877,SF_DI,58.00,56.00,50.00,68.00,52.00,54.00
877067,SF_DI,66.00,52.00,44.00,58.00,52.00,46.00
1137255,SF_DI,50.00,48.00,42.00,56.00,42.00,34.00
1117986,SF_DI,60.00,50.00,32.00,58.00,54.00,56.00
1300220,SF_DI,54.00,30.00,32.00,52.00,28.00,42.00
1100935,SF_DI,84.00,64.00,56.00,66.00,62.00,60.00
1308915,SF_DI,60.00,52.00,50.00,56.00,48.00,54.00
1088144,SF_DI,56.00,38.00,44.00,54.00,44.00,40.00
1114567,SF_DI,62.00,54.00,58.00,64.00,56.00,60.00
1129860,SF_DI,62.00,56.00,42.00,66.00,52.00,60.00
1318788,SF_DI,74.00,50.00,52.00,60.00,56.00,60.00
1304174,SF_DI,60.00,48.00,50.00,64.00,56.00,54.00
1097099,SF_DI,70.00,64.00,64.00,68.00,66.00,68.00
1102162,SF_DI,38.00,28.00,28.00,34.00,28.00,24.00
1108092,SF_DI,62.00,56.00,48.00,70.00,46.00,54.00
1228245,SF_DI,68.00,58.00,54.00,64.00,52.00,54.00
1285776,SF_DI,60.00,54.00,54.00,64.00,42.00,44.00
999197,SF_DI,58.00,42.00,46.00,56.00,48.00,54.00
1374123,SF_DI,70.00,58.00,56.00,64.00,52.00,56.00
1142177,SF_DI,64.00,50.00,38.00,60.00,42.00,52.00
1124976,SF_DI,68.00,50.00,44.00,62.00,58.00,56.00
1113528,SF_DI,50.00,38.00,34.00,44.00,36.00,32.00
804334,SF_DI,54.00,46.00,34.00,52.00,48.00,28.00
957531,SF_DI,62.00,54.00,46.00,60.00,52.00,48.00
1373537,SF_DI,64.00,46.00,54.00,56.00,50.00,54.00
1376348,SF_DI,64.00,58.00,50.00,60.00,46.00,60.00
1309117,SF_DI,64.00,58.00,46.00,62.00,58.00,54.00
1132959,SF_DI,56.00,42.00,38.00,62.00,50.00,46.00
1109585,SF_DI,66.00,48.00,46.00,60.00,54.00,56.00
1286135,SF_DI,68.00,44.00,30.00,66.00,46.00,44.00
1391921,SF_DI,64.00,44.00,38.00,56.00,38.00,46.00
1392732,SF_DI,50.00,46.00,34.00,52.00,38.00,40.00
1127145,SF_DI,68.00,50.00,46.00,56.00,40.00,56.00
1107791,SF_DI,68.00,56.00,42.00,60.00,50.00,58.00
1288924,SF_DI,56.00,44.00,24.00,62.00,54.00,52.00
599529,SF_DI,66.00,54.00,42.00,60.00,36.00,44.00
1086560,SF_DI,58.00,36.00,26.00,52.00,44.00,42.00
1096534,SF_DI,60.00,56.00,44.00,58.00,54.00,50.00
1131321,SF_DI,58.00,52.00,42.00,62.00,44.00,54.00
1093020,SF_DI,66.00,50.00,42.00,58.00,44.00,50.00
713290,SF_DI,62.00,44.00,44.00,54.00,46.00,46.00
1145590,SF_DI,62.00,56.00,54.00,58.00,42.00,52.00
1133414,SF_DI,54.00,44.00,32.00,52.00,48.00,40.00
968902,SF_DI,60.00,36.00,22.00,54.00,36.00,42.00
1106844,SF_DI,70.00,44.00,48.00,50.00,42.00,38.00
1113721,SF_DI,56.00,54.00,48.00,58.00,54.00,44.00
1305439,SF_DI,54.00,46.00,24.00,52.00,46.00,48.00
1130850,SF_DI,66.00,34.00,38.00,56.00,50.00,38.00
1312545,SF_DI,64.00,50.00,50.00,62.00,54.00,58.00
1320901,SF_DI,60.00,44.00,24.00,62.00,58.00,20.00
1288880,SF_DI,64.00,56.00,46.00,60.00,56.00,60.00
1104270,SF_DI,62.00,40.00,26.00,52.00,46.00,42.00
1035066,SF_DI,72.00,46.00,44.00,56.00,42.00,44.00
1396621,SF_DI,70.00,44.00,36.00,48.00,38.00,40.00
1122616,SF_DI,48.00,44.00,42.00,52.00,46.00,40.00
1101849,SF_DI,64.00,48.00,40.00,58.00,56.00,52.00
1368969,SF_DI,48.00,46.00,46.00,54.00,46.00,44.00
1140732,SF_DI,64.00,52.00,56.00,66.00,48.00,54.00
1093059,SF_DI,60.00,58.00,58.00,66.00,50.00,54.00
1102943,SF_DI,66.00,42.00,42.00,68.00,60.00,46.00
1130042,SF_DI,64.00,44.00,40.00,62.00,58.00,50.00
1141990,SF_DI,58.00,46.00,34.00,48.00,30.00,36.00
1200641,SF_DI,62.00,52.00,44.00,58.00,56.00,38.00
1097380,SF_DI,70.00,60.00,52.00,66.00,52.00,58.00
983044,SF_DI,56.00,52.00,40.00,56.00,40.00,44.00
1145098,SF_DI,64.00,56.00,42.00,76.00,54.00,56.00
1370973,SF_DI,62.00,44.00,44.00,60.00,40.00,52.00
1096579,SF_DI,72.00,52.00,44.00,56.00,44.00,52.00
1278187,SF_DI,58.00,56.00,56.00,64.00,50.00,48.00
1121564,SF_DI,48.00,40.00,38.00,46.00,42.00,42.00
1097008,SF_DI,56.00,48.00,38.00,66.00,50.00,50.00
1092293,SF_DI,48.00,44.00,24.00,46.00,30.00,44.00
1100162,SF_DI,64.00,50.00,38.00,58.00,52.00,54.00
1107779,SF_DI,64.00,56.00,38.00,62.00,58.00,48.00
1063377,SF_DI,66.00,42.00,54.00,64.00,54.00,50.00
1112107,SF_DI,62.00,48.00,54.00,68.00,54.00,52.00
1141217,SF_DI,62.00,50.00,48.00,60.00,52.00,56.00
1400991,SF_DI,48.00,42.00,36.00,54.00,44.00,46.00
1309854,SF_DI,50.00,42.00,44.00,54.00,24.00,48.00
1140532,SF_DI,60.00,46.00,50.00,68.00,54.00,54.00
1293098,SF_DI,44.00,40.00,24.00,48.00,42.00,34.00
1097815,SF_DI,42.00,28.00,20.00,40.00,38.00,26.00
1087161,SF_DI,50.00,46.00,42.00,48.00,32.00,40.00
1305014,SF_DI,64.00,42.00,40.00,52.00,46.00,42.00
1119778,SF_DI,72.00,58.00,48.00,64.00,62.00,60.00
1121183,SF_DI,70.00,40.00,40.00,66.00,48.00,54.00
1369395,SF_DI,60.00,46.00,42.00,50.00,34.00,46.00
1376408,SF_DI,62.00,52.00,56.00,64.00,60.00,50.00
1122680,SF_DI,66.00,52.00,44.00,56.00,52.00,52.00
960913,SF_DI,70.00,52.00,48.00,52.00,46.00,48.00
1130609,SF_DI,44.00,32.00,30.00,36.00,32.00,34.00
1145134,SF_DI,70.00,68.00,56.00,72.00,68.00,60.00
1141369,SF_DI,62.00,56.00,60.00,64.00,58.00,60.00
1124400,SF_DI,58.00,38.00,46.00,62.00,54.00,56.00
1091051,SF_DI,66.00,54.00,44.00,56.00,46.00,40.00
1206977,SF_DI,62.00,58.00,46.00,64.00,50.00,62.00
1207797,SF_DI,66.00,44.00,48.00,64.00,48.00,50.00
1143544,SF_DI,56.00,48.00,50.00,58.00,46.00,52.00
1059288,SF_DI,62.00,50.00,40.00,58.00,46.00,56.00
1410114,SF_DI,50.00,48.00,36.00,54.00,48.00,46.00
1028013,SF_DI,60.00,48.00,44.00,66.00,44.00,50.00
1097381,SF_DI,60.00,46.00,30.00,52.00,48.00,42.00
1097744,SF_DI,50.00,42.00,40.00,54.00,34.00,38.00
1084359,SF_DI,68.00,56.00,50.00,60.00,56.00,52.00
1309830,SF_DI,62.00,44.00,42.00,48.00,42.00,36.00
1121075,SF_DI,54.00,34.00,36.00,60.00,48.00,42.00
1098190,SF_DI,62.00,50.00,50.00,66.00,48.00,58.00
1131464,SF_DI,60.00,46.00,34.00,54.00,38.00,42.00
1095553,SF_DI,60.00,46.00,38.00,62.00,54.00,44.00
1298314,SF_DI,70.00,54.00,40.00,68.00,56.00,52.00
1102504,SF_DI,70.00,54.00,48.00,64.00,62.00,38.00
1084723,SF_DI,60.00,50.00,34.00,54.00,38.00,48.00
1133280,SF_DI,60.00,40.00,36.00,54.00,42.00,50.00
1096335,SF_DI,66.00,54.00,52.00,64.00,60.00,56.00
1301609,SF_DI,70.00,44.00,52.00,64.00,46.00,56.00
1138652,SF_DI,66.00,62.00,64.00,68.00,56.00,64.00
1093210,SF_DI,60.00,48.00,58.00,62.00,52.00,52.00
1307124,SF_DI,66.00,52.00,36.00,58.00,50.00,44.00
1110834,SF_DI,76.00,56.00,50.00,60.00,46.00,46.00
1144917,SF_DI,64.00,58.00,34.00,62.00,52.00,54.00
1225059,SF_DI,48.00,36.00,44.00,54.00,40.00,36.00
1133395,SF_DI,48.00,42.00,28.00,52.00,34.00,44.00
1064880,SF_DI,58.00,52.00,28.00,60.00,48.00,44.00
1396948,SF_DI,56.00,46.00,52.00,58.00,42.00,44.00
1108310,SF_DI,56.00,48.00,44.00,64.00,54.00,52.00
1296774,SF_DI,62.00,54.00,44.00,60.00,52.00,52.00
1317446,SF_DI,66.00,60.00,44.00,64.00,60.00,58.00
1143014,SF_DI,64.00,42.00,38.00,54.00,40.00,44.00
1024877,SF_DI,66.00,56.00,54.00,58.00,52.00,54.00
1016496,SF_DI,58.00,44.00,38.00,54.00,40.00,44.00
1085929,SF_DI,60.00,44.00,36.00,56.00,52.00,44.00
1096641,SF_DI,62.00,46.00,36.00,52.00,44.00,36.00
1305373,SF_DI,68.00,54.00,42.00,54.00,50.00,52.00
1085215,SF_DI,62.00,50.00,48.00,50.00,46.00,40.00
1098019,SF_DI,52.00,38.00,34.00,56.00,48.00,50.00
1123331,SF_DI,62.00,42.00,38.00,60.00,46.00,46.00
1115867,SF_DI,56.00,50.00,44.00,52.00,50.00,48.00
1110072,SF_DI,60.00,56.00,50.00,58.00,54.00,56.00
1123512,SF_DI,58.00,42.00,36.00,52.00,34.00,52.00
1294752,SF_DI,66.00,58.00,46.00,60.00,44.00,46.00
1292121,SF_DI,70.00,54.00,58.00,60.00,50.00,60.00
1110741,SF_DI,70.00,56.00,54.00,62.00,54.00,60.00
1116732,SF_DI,56.00,42.00,36.00,60.00,40.00,38.00
1283112,SF_DI,52.00,48.00,42.00,50.00,46.00,48.00
1085985,SF_DI,58.00,36.00,38.00,50.00,30.00,48.00
1326232,SF_DI,64.00,46.00,40.00,66.00,62.00,62.00
1110246,SF_DI,66.00,46.00,58.00,64.00,46.00,54.00
906939,SF_DI,56.00,50.00,38.00,66.00,54.00,46.00
1092536,SF_DI,58.00,46.00,32.00,52.00,44.00,36.00
1114007,SF_DI,60.00,44.00,34.00,68.00,48.00,48.00
1274203,SF_DI,58.00,46.00,38.00,56.00,42.00,40.00
1093810,SF_DI,68.00,56.00,46.00,58.00,40.00,54.00
1391847,SF_DI,66.00,50.00,40.00,62.00,52.00,54.00
1080122,SF_DI,64.00,50.00,48.00,58.00,54.00,54.00
1093073,SF_DI,58.00,56.00,56.00,64.00,56.00,54.00
1127987,SF_DI,72.00,48.00,52.00,62.00,46.00,62.00
1096393,SF_DI,40.00,36.00,18.00,38.00,36.00,36.00
1386758,SF_DI,50.00,36.00,26.00,52.00,34.00,42.00
263348,SF_DI,60.00,56.00,56.00,70.00,60.00,58.00
1403969,SF_DI,60.00,42.00,24.00,62.00,46.00,46.00
1281138,SF_DI,62.00,56.00,50.00,66.00,60.00,42.00
1110016,SF_DI,40.00,32.00,36.00,46.00,26.00,32.00
1393830,SF_DI,62.00,62.00,40.00,66.00,48.00,62.00
1123377,SF_DI,66.00,52.00,40.00,56.00,50.00,50.00
1097428,SF_DI,56.00,44.00,30.00,54.00,50.00,48.00
1130284,SF_DI,64.00,44.00,42.00,58.00,48.00,50.00
1133715,SF_DI,64.00,42.00,44.00,62.00,48.00,48.00
1139985,SF_DI,54.00,40.00,42.00,48.00,42.00,42.00
1311286,SF_DI,74.00,56.00,44.00,58.00,54.00,56.00
613811,SF_DI,50.00,42.00,36.00,60.00,48.00,28.00
1125318,SF_DI,58.00,50.00,50.00,52.00,48.00,50.00
1142303,SF_DI,64.00,48.00,40.00,52.00,50.00,48.00
1129606,SF_DI,70.00,54.00,44.00,68.00,56.00,56.00
1130112,SF_DI,46.00,40.00,34.00,52.00,44.00,44.00
1119015,SF_DI,54.00,44.00,38.00,52.00,44.00,44.00
1090357,SF_DI,60.00,48.00,26.00,52.00,42.00,46.00
1127487,SF_DI,52.00,44.00,44.00,50.00,46.00,30.00
1299706,SF_DI,68.00,54.00,46.00,54.00,44.00,54.00
769296,SF_DI,66.00,48.00,42.00,52.00,50.00,50.00
1093531,SF_DI,66.00,50.00,46.00,60.00,44.00,54.00
1122972,SF_DI,66.00,56.00,46.00,62.00,56.00,50.00
1066621,SF_DI,64.00,50.00,42.00,60.00,54.00,52.00
